Label	logFC	FDR
CLASRP	-0.0863746	7.48E-01
ZNF45	-0.0724792	7.48E-01
OR7E156P	-0.1484508	7.49E-01
XRCC1	-0.1020216	7.49E-01
TRMU///GTSE1	0.2310725	7.49E-01
FBXO17	0.3686141	7.49E-01
NMUR2	-0.2534193	7.49E-01
LOC101928933	-0.4004818	7.49E-01
GML	-0.3506804	7.49E-01
RINT1	-0.0809354	7.49E-01
MRGPRX4	-0.3437073	7.49E-01
CLIP1-AS1	-0.3297933	7.49E-01
LOC102724197///LOC100132705///GGT2///GGT8P///GGTLC1///GGTLC2///GGT3P///GGT1	-0.1406247	7.49E-01
LOC101929464	0.3495861	7.49E-01
LOC100507557	-0.1807427	7.50E-01
ST7-AS1	0.2877234	7.50E-01
PRTN3	-0.315593	7.50E-01
RNASE3	-0.3513347	7.50E-01
SYPL2	-0.2191789	7.50E-01
POLR3GL	-0.0830229	7.50E-01
SMO	-0.1900442	7.50E-01
GTF2H2B	0.1407847	7.50E-01
RNF217	-0.3994213	7.50E-01
GPR3	0.3707332	7.50E-01
CRYBB2P1	-0.1651725	7.50E-01
PLRG1	-0.0856658	7.50E-01
ERVH-1	-0.2774643	7.51E-01
ALG11///UTP14C	-0.0659378	7.51E-01
SHD	0.3406261	7.51E-01
PCDHGA8	-0.3517739	7.51E-01
TRIM63	-0.3321284	7.51E-01
GP6	0.3303959	7.51E-01
LOC100505498///TEX41	0.333782	7.51E-01
MSMO1	-0.193835	7.51E-01
PAK6	-0.1517438	7.51E-01
CRISP3	0.5485315	7.51E-01
NRARP	0.220212	7.51E-01
LRRC75A	0.3058563	7.51E-01
LINC00919	-0.3587759	7.51E-01
SPATA2L	-0.1022136	7.51E-01
SH3GL1P1	-0.3390039	7.51E-01
SLC27A2	0.2310496	7.52E-01
STT3B	-0.0929796	7.52E-01
TUBB4A	0.2932556	7.52E-01
LOC105375839	-0.2460102	7.52E-01
IL1R1	-0.1744852	7.52E-01
KLHL31	-0.2597791	7.52E-01
OCA2	0.3928715	7.52E-01
ADAD2	-0.3025762	7.52E-01
PKIG	0.144556	7.52E-01
SNORD3D///SNORD3C///SNORD3B-2///SNORD3A///SNORD3B-1	-0.3957013	7.52E-01
PPP1R35	0.1204038	7.52E-01
IGHG1///IGHD///IGHA2///IGH	-0.3562481	7.53E-01
FLJ31945	-0.4046396	7.53E-01
SYN3	-0.4215284	7.53E-01
PSME1	-0.1195286	7.53E-01
MAGI2-AS2	-0.4264963	7.53E-01
HAMP	-0.2138111	7.53E-01
KRTAP2-1	-0.4823081	7.53E-01
LHX1	-0.4187481	7.53E-01
C2orf76	0.1224701	7.53E-01
PROSER1	0.1256949	7.53E-01
KIZ	-0.2080371	7.53E-01
CXCL5	-0.8250917	7.54E-01
NBEAP1	-0.4912139	7.54E-01
CCT8L2	-0.2964154	7.54E-01
ABHD16A	0.1168213	7.54E-01
CGB1///LHB	-0.3688558	7.54E-01
BCL7B	-0.0941687	7.54E-01
HECW1-IT1	-0.3381054	7.54E-01
AZGP1P1	-0.3208584	7.54E-01
LOC100506922	0.2605433	7.55E-01
LOC101928162	-0.3393332	7.55E-01
SSC5D	0.1758299	7.55E-01
DPY19L1P1	0.1470967	7.55E-01
MAMDC4	-0.2721028	7.55E-01
DPP4	0.2873164	7.55E-01
AGL	-0.0819462	7.55E-01
FAM212B-AS1	-0.225129	7.55E-01
PARP4	-0.1880824	7.55E-01
INSL4	0.3172068	7.55E-01
NIPA2	-0.0848113	7.55E-01
UBA52	-0.0727077	7.55E-01
LOC100129620	-0.4418879	7.55E-01
LOC101927244	0.406543	7.55E-01
ZNF577	-0.1576452	7.55E-01
HIST1H2AC	0.1736581	7.55E-01
ACTR3BP2	-0.1720024	7.55E-01
HRH4	0.3956724	7.55E-01
SETDB1	0.0932731	7.55E-01
SNED1	0.2661241	7.55E-01
LSM1	-0.1099995	7.55E-01
ZNF205	-0.1349178	7.55E-01
LOC403312	-0.4376619	7.56E-01
MGAT4C	-0.4582777	7.56E-01
PRO0471	0.1330908	7.56E-01
DLG2	0.3955213	7.56E-01
DEFB103A///DEFB103B	-0.3191466	7.56E-01
HOXC-AS3	0.3813943	7.56E-01
SCN2A	-0.3749068	7.56E-01
RAB38	0.2029481	7.56E-01
DCLRE1A	0.0918788	7.56E-01
PLEK2	0.1859943	7.56E-01
TMEM88	-0.2364757	7.56E-01
PSMB9	0.2058662	7.57E-01
CCNB3	-0.1758454	7.57E-01
CES1P1	-0.3364924	7.57E-01
POLE4	0.1512774	7.57E-01
ARHGEF39	-0.3521184	7.57E-01
OR2H2	0.3457478	7.57E-01
RHBDF2	0.1725021	7.57E-01
RBPMS2	-0.5341147	7.57E-01
PATZ1	0.2017271	7.57E-01
KRT73	-0.3597213	7.57E-01
EMP3	0.1156929	7.58E-01
TINF2	0.092481	7.58E-01
KCNK12	0.4230782	7.58E-01
MAJIN	-0.3298383	7.58E-01
SNHG18	-0.2230614	7.58E-01
NAT8L	-0.3191523	7.58E-01
MICALCL	-0.2549221	7.58E-01
GZMH	-0.3905978	7.58E-01
LINC01351	-0.3791299	7.58E-01
STAT6	-0.0952642	7.58E-01
DDX19A///DDX19B	-0.070337	7.58E-01
LOC101927972	-0.3865883	7.58E-01
C19orf24	0.2201142	7.58E-01
ZNF620	0.3486602	7.58E-01
CTXN1	-0.4417557	7.58E-01
LINC01563	-0.264344	7.58E-01
KCNIP1	0.3700556	7.58E-01
NCF4	-0.1767028	7.59E-01
ARFGEF1	0.0851181	7.59E-01
SLC39A7	-0.1029098	7.59E-01
DCLRE1C	0.192795	7.59E-01
MROH7-TTC4///TTC4	0.0976191	7.59E-01
MIR7113///MIR4691///NDUFS8	-0.0888255	7.59E-01
LYRM1	0.1308377	7.59E-01
INMT-FAM188B///FAM188B///INMT	-0.2261753	7.59E-01
LINC01361	-0.2350573	7.59E-01
LPO	-0.2730413	7.59E-01
CCNH	0.0762305	7.59E-01
CABP2	-0.2859866	7.59E-01
GNAI1	-0.1482637	7.59E-01
LOC101927165	0.2843788	7.59E-01
TBC1D2	0.2090582	7.59E-01
SOX8	0.4859592	7.59E-01
LOC148413	-0.1145288	7.60E-01
GIPC2	-0.3668727	7.60E-01
FAM27B///FAM27C///FAM182B///FAM182A	-0.2912308	7.60E-01
CSN1S1	-0.394751	7.60E-01
DDX11	0.1481096	7.60E-01
SDHAP2///SDHAP1///LOC220729///SDHA	0.1214159	7.60E-01
KCNA6	-0.3112794	7.60E-01
F10	0.342437	7.60E-01
LOC101928651	0.364895	7.60E-01
LOC102723448	0.3347968	7.60E-01
TMEM255A	-0.213865	7.60E-01
TRAV12-2	-0.1656026	7.60E-01
CRY1	-0.0883099	7.60E-01
DEFB129	0.3591662	7.60E-01
PMS2P5///PMS2P1	0.1998054	7.60E-01
CHD8	0.1022557	7.60E-01
NLK	0.1186922	7.60E-01
MMP10	0.3712475	7.60E-01
INTU	0.1377832	7.60E-01
SLC25A25	0.0923735	7.61E-01
DAOA-AS1	-0.4103984	7.61E-01
ATXN7L3	-0.1238463	7.61E-01
ABHD14A-ACY1///ACY1	-0.1488487	7.61E-01
CRAMP1	0.09466	7.61E-01
HEPN1///HEPACAM	-0.3258223	7.61E-01
LOC100131496	-0.4394029	7.61E-01
ASL	-0.2244115	7.61E-01
TMEM190	-0.2661451	7.61E-01
CHST4	-0.2030688	7.61E-01
LOC100130992	0.245907	7.61E-01
PEX2	-0.2315471	7.61E-01
ARNT2	0.3109912	7.61E-01
LOC101929511	-0.3720463	7.61E-01
ST13	-0.0998513	7.61E-01
LOC101928422///TCAF2	0.303204	7.61E-01
ALG6	-0.0904316	7.61E-01
CEACAM21	-0.3605094	7.62E-01
GPR63	-0.1855251	7.62E-01
CHRDL1	-0.4202054	7.62E-01
ZDHHC24	0.1418502	7.62E-01
CD34	0.3250112	7.62E-01
GGA3	-0.071065	7.62E-01
MUC2	-0.578257	7.62E-01
NBAS	0.1188309	7.62E-01
TVP23B	-0.120336	7.62E-01
CCDC168	-0.3794204	7.63E-01
DDX24	0.0921133	7.63E-01
FLCN	-0.0847831	7.63E-01
WNT8B	-0.3249712	7.63E-01
LOC101927502	-0.3768184	7.63E-01
BLOC1S1-RDH5///RDH5	0.2725309	7.63E-01
CHIC1	0.2431227	7.63E-01
PTPRK	-0.1464406	7.63E-01
RBM42	0.1193133	7.63E-01
SUMF2	0.0868658	7.64E-01
DAW1	0.412057	7.64E-01
DDX46	-0.0973438	7.64E-01
LOC101926887///LIPA	0.3559156	7.64E-01
FRG1BP	-0.1070488	7.64E-01
C11orf88	0.1888106	7.64E-01
EIF3A	-0.0824432	7.64E-01
JMY	-0.1179786	7.64E-01
VEGFB	-0.159644	7.64E-01
LOC102724009	0.2333811	7.64E-01
CLDN20	-0.2751654	7.64E-01
C9orf135	0.3812083	7.64E-01
TPMT	0.1615989	7.64E-01
CYP27B1	0.1821915	7.64E-01
COL28A1	0.3947203	7.64E-01
LOC100506929	-0.1724363	7.64E-01
CRYGA	0.3632897	7.64E-01
SLC52A1	-0.4789552	7.65E-01
IMPA1	-0.1403904	7.65E-01
GAR1	0.0954476	7.65E-01
RDH16	0.3951397	7.65E-01
ACCS	-0.1740473	7.65E-01
ZNF844	-0.301451	7.65E-01
OR9A1P	0.2540509	7.65E-01
GFOD2	-0.0854032	7.65E-01
CTCFL	-0.4650645	7.65E-01
LOC101927769	-0.3535437	7.65E-01
CCER1	-0.2475435	7.65E-01
LINC01023	-0.1815089	7.65E-01
TMEM71	-0.1778615	7.65E-01
TMX3	-0.0858985	7.65E-01
GRID1	0.2283515	7.65E-01
BNIP3L	0.1141412	7.66E-01
MISP	0.2430144	7.66E-01
KRT78	-0.2785972	7.66E-01
DLGAP1-AS3	0.3201988	7.66E-01
PCYOX1	-0.1002691	7.66E-01
CSF2RB	-0.2182202	7.66E-01
LINC00926	0.3740939	7.66E-01
LINC00561	-0.3711392	7.66E-01
LINC00240	0.2162221	7.66E-01
LINC00993	-0.3311628	7.66E-01
RPP38	0.122632	7.66E-01
LOC105369974	-0.2917231	7.66E-01
DMKN	-0.1921357	7.66E-01
PLA2G12B	-0.4677487	7.66E-01
SERPINB8	0.1418933	7.66E-01
AP4B1	-0.123426	7.67E-01
FIZ1	0.2462576	7.67E-01
LOC149373	-0.1742083	7.67E-01
SPTBN5	-0.0975498	7.67E-01
MMP26	-0.4115027	7.67E-01
TRIM13	-0.1075987	7.67E-01
ADGB	-0.4236569	7.67E-01
RBMS3-AS3	-0.2996464	7.67E-01
ZSCAN21	-0.0862588	7.67E-01
AKAP4	0.3723271	7.67E-01
CFHR1///CFH	0.1946769	7.67E-01
LOC102723927	-0.2846537	7.67E-01
CHIC2	0.0858158	7.67E-01
LINC01103	-0.4067063	7.67E-01
LOC105376805	-0.1349676	7.68E-01
STXBP4	0.1438246	7.68E-01
APTX	0.2823225	7.68E-01
TAF1A-AS1	-0.1371056	7.68E-01
RBBP8	0.1286655	7.68E-01
TAS2R40	-0.3850354	7.68E-01
MRPL52	-0.097102	7.68E-01
ZNF831	0.3005133	7.68E-01
C12orf77	0.2923759	7.68E-01
LINC00315	-0.1836635	7.68E-01
LOC100130987	-0.1390215	7.68E-01
CLSTN1	0.1136432	7.68E-01
NDUFA4L2	0.2281412	7.68E-01
LINC00410	-0.2552307	7.68E-01
C1QTNF3	-0.3906559	7.68E-01
CCL21	-0.2880402	7.68E-01
RELN	-0.2420854	7.69E-01
DEF8	0.0984084	7.69E-01
TRIM69	-0.1206965	7.69E-01
TMEM102	-0.1896334	7.69E-01
LOC339166///WSCD1	0.2919534	7.69E-01
FAM205BP///FAM205A	-0.2212739	7.69E-01
BAZ2B	0.0856648	7.69E-01
LOC728196	-0.3497507	7.69E-01
LINC00540	0.2118122	7.69E-01
RTN4IP1	0.0927479	7.69E-01
ADAD1	0.1340705	7.69E-01
WDR47	-0.082176	7.69E-01
SOX12	0.1453546	7.69E-01
CHST12	0.1078933	7.69E-01
FAM175B	0.1091297	7.69E-01
HSPA1L	0.2874724	7.69E-01
PIK3IP1-AS1	0.1051468	7.69E-01
CKAP4	-0.1830447	7.69E-01
FFAR1	-0.2866307	7.69E-01
TSPAN5	-0.2805236	7.69E-01
LOC105378311	0.2958125	7.69E-01
AGAP11	-0.2605588	7.69E-01
SLC35A1	0.0838205	7.69E-01
BRWD1-IT2	-0.1561775	7.69E-01
UPK3B	-0.3164905	7.70E-01
WDR19	0.2716666	7.70E-01
MMRN1	-0.3100517	7.70E-01
ZNF491	-0.1740178	7.70E-01
SAV1	-0.1448509	7.70E-01
EBI3	-0.308932	7.70E-01
PARD3-AS1	0.2673925	7.70E-01
ZNF154	-0.2923895	7.70E-01
ZNF804A	0.2034521	7.70E-01
TYW1	0.1513369	7.70E-01
RNF186	-0.3290661	7.70E-01
FGF7P3	0.187494	7.71E-01
ZFAND6	-0.0806686	7.71E-01
LINC01468	-0.2411703	7.71E-01
MIR1182///FAM89A	0.1392336	7.71E-01
CCDC96	-0.2283759	7.71E-01
MIR4683///FZD8	0.2749852	7.71E-01
NKAIN1	0.3085604	7.71E-01
LOC155060	-0.1139411	7.71E-01
GALNT14	-0.3912563	7.71E-01
IARS	0.1158586	7.71E-01
KLHDC7B	0.1165261	7.71E-01
HEATR3	0.0992089	7.71E-01
LOC100129550	0.0979775	7.71E-01
ARMCX2	0.1802273	7.71E-01
TALDO1	-0.0850073	7.72E-01
LOC400692	-0.4329967	7.72E-01
CORO1A	-0.1795356	7.72E-01
ANGPT4	-0.3363253	7.72E-01
SNORA60///SNORA71E///SNHG11	-0.1101344	7.72E-01
FAR2P3///FAR2P2	0.4411849	7.72E-01
TMEM2	0.1357333	7.72E-01
ZNF18	0.0832239	7.72E-01
LOC285422	-0.3764998	7.72E-01
CEMP1///AMDHD2	0.2605375	7.72E-01
BATF	0.0881087	7.72E-01
DHX29	-0.0991721	7.72E-01
LOC102724708	0.1982539	7.73E-01
LOC339468	-0.3663316	7.73E-01
AKR1C4	-0.3238844	7.73E-01
PIH1D3	-0.3082809	7.73E-01
BEGAIN	-0.1371457	7.73E-01
LOC105377276	0.365532	7.73E-01
COX6B2	-0.322522	7.73E-01
FAM27B///FAM27C///FAM182B	-0.3734175	7.73E-01
FBXL19	0.1230298	7.73E-01
FTH1P5	-0.0642155	7.73E-01
TIGD7	-0.153463	7.73E-01
GDF9	-0.1827801	7.73E-01
FOXRED1	0.1099094	7.73E-01
TTYH1	-0.4341435	7.73E-01
IRX1	-0.2840318	7.74E-01
EXOC3	-0.0919104	7.74E-01
HSD17B6	-0.2438532	7.74E-01
GOT1L1	-0.167841	7.74E-01
CIB1	-0.0894433	7.74E-01
PHB2	-0.079414	7.74E-01
NF1	0.2154564	7.74E-01
LOC101928893	-0.5283626	7.74E-01
PIK3CB	-0.0956026	7.74E-01
CLEC1A	0.1453439	7.74E-01
PCDHB15	-0.192438	7.74E-01
PKI55	0.2357974	7.74E-01
NBPF25P///NBPF26///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF14	-0.097502	7.74E-01
AP1G2	-0.140734	7.74E-01
KDELR3	-0.1791644	7.74E-01
FABP3	-0.3087193	7.74E-01
CLEC18A///CLEC18C	-0.3472702	7.74E-01
TBX22	-0.4804165	7.74E-01
ARIH2OS	0.2503707	7.74E-01
LOC101928978	-0.3170349	7.74E-01
AIF1L	0.2746304	7.75E-01
BTK	-0.1917316	7.75E-01
LURAP1	0.1748	7.75E-01
TTN-AS1	-0.254836	7.75E-01
C2orf81	-0.1727788	7.75E-01
GAFA1	-0.3233645	7.75E-01
CCDC12	-0.098436	7.75E-01
LOC283485	-0.4244471	7.75E-01
GPS2	-0.0823215	7.76E-01
LOC101928139	-0.3386555	7.76E-01
MUC3B///MUC3A	-0.2357749	7.76E-01
SPINT2	-0.1395875	7.76E-01
LOC101928861	-0.3716671	7.76E-01
IZUMO1	-0.4928293	7.76E-01
FLJ30679	-0.296061	7.76E-01
LOC286272	-0.1640674	7.76E-01
TEKT1	0.2387642	7.76E-01
HINFP	0.1014933	7.76E-01
CRYAB	0.2306106	7.76E-01
LOC101928273	-0.46036	7.76E-01
KCNIP2-AS1	0.176284	7.76E-01
IL22RA1	-0.1751053	7.76E-01
ZNF2	-0.111018	7.77E-01
C19orf73	0.1592486	7.77E-01
LINC01545	-0.3229804	7.77E-01
MFSD5	-0.0776537	7.77E-01
MAP2K6	-0.1724695	7.77E-01
NRN1	-0.2470146	7.77E-01
C21orf33	0.0889173	7.77E-01
IL18	0.1508265	7.77E-01
C11orf49	-0.0861962	7.77E-01
KRTAP4-7	-0.3611968	7.77E-01
UCN	0.2548053	7.78E-01
GZMB	0.3123809	7.78E-01
CDH5	0.0945018	7.78E-01
LINC01018	-0.2558126	7.78E-01
SLC25A15	0.2394326	7.78E-01
ZNF880	-0.4416965	7.78E-01
HHIPL2	-0.3505573	7.78E-01
PCBP1	0.0694133	7.78E-01
LOC100506667	-0.3500903	7.78E-01
LOC100506990	-0.1347302	7.78E-01
ADCY8	-0.3696861	7.78E-01
CDIPT-AS1	-0.2834053	7.78E-01
PLEKHM3	0.0801545	7.78E-01
LKAAEAR1	-0.2090683	7.78E-01
CPSF1	-0.3850415	7.78E-01
DRG1	0.1009929	7.79E-01
GPAM	-0.1163111	7.79E-01
LIG4	-0.0840494	7.79E-01
FGFBP2	-0.3324645	7.79E-01
C5orf51	0.2802961	7.79E-01
METTL4	0.0874851	7.79E-01
CRYBB2P1///CRYBB2	0.1461532	7.79E-01
C4orf26	-0.3597695	7.79E-01
MCOLN1	0.0883338	7.79E-01
ULBP1	-0.2927117	7.79E-01
LOC286083	-0.3537496	7.79E-01
SYF2	-0.0734799	7.79E-01
KRT82	-0.229086	7.79E-01
SNHG22	-0.1366731	7.79E-01
SLC27A4	0.1427116	7.80E-01
ZNF512	-0.0860575	7.80E-01
YIPF3	-0.090983	7.80E-01
NADK2-AS1	0.2893062	7.80E-01
HLA-DPA2	-0.2415337	7.80E-01
FAM66D	0.3011213	7.80E-01
SSC4D	0.2496478	7.80E-01
ARMC6	-0.1615838	7.80E-01
MIR548XHG	-0.2852194	7.80E-01
TRIM39-RPP21///TRIM39	0.0750648	7.80E-01
LBX1	-0.2108385	7.80E-01
LOC101927330	0.3022282	7.80E-01
IFNA17	-0.2815431	7.80E-01
CHCHD6	0.1562078	7.80E-01
CDX4	0.3402882	7.80E-01
NFS1	-0.1518988	7.81E-01
LOC100505658	-0.3842677	7.81E-01
DLL4	-0.2471224	7.81E-01
TNFRSF10D	0.1310957	7.81E-01
LOC101929717	0.2633699	7.81E-01
PIK3CD	-0.1677823	7.81E-01
WDR36	-0.1497345	7.81E-01
PPIG	0.0738748	7.81E-01
FAM129A	0.2102007	7.81E-01
LOC101930449///LOC101930028	-0.391909	7.81E-01
SLC35A5	0.0818453	7.81E-01
MCEMP1	0.2956704	7.82E-01
RBM15B	-0.0838285	7.82E-01
DEFB123	-0.1874654	7.82E-01
CCDC170	-0.20716	7.82E-01
LOC100653137///CDH23	-0.2597563	7.82E-01
ZNF44	-0.1199134	7.82E-01
NEMF	-0.0670038	7.82E-01
ZNF182	0.1138612	7.82E-01
PAG1	0.0960519	7.82E-01
ZNF394	-0.0901948	7.82E-01
NCAN	-0.3400347	7.82E-01
LINC00703	-0.3309266	7.82E-01
LOC100132207	0.2368458	7.82E-01
GALNT15	0.3322396	7.82E-01
NEK10	-0.1901248	7.82E-01
HDAC5	-0.2735192	7.82E-01
SYT2	-0.232636	7.82E-01
SHPRH	-0.0849002	7.82E-01
FIS1	-0.0699023	7.82E-01
WFDC10B	-0.3049735	7.82E-01
GPATCH1	-0.1091116	7.82E-01
PLIN2	0.1550478	7.82E-01
TMEM87B	0.0868202	7.82E-01
SPARCL1	0.154177	7.83E-01
FOLH1B///FOLH1	-0.3248811	7.83E-01
KRTAP13-1	-0.2813662	7.83E-01
SUPV3L1	-0.1164069	7.83E-01
PHEX	0.290262	7.83E-01
LOC101927843	0.3953202	7.83E-01
TMEM45B	-0.2406149	7.83E-01
EGFL6	0.2815007	7.83E-01
CRHBP	0.2695555	7.84E-01
TMEM205	0.1003586	7.84E-01
SUGP1	-0.0679783	7.84E-01
LOC1720	0.3743359	7.84E-01
SNORA41///EEF1B2	0.0838498	7.84E-01
LOC102724851	-0.2688927	7.84E-01
HHCM	-0.4461521	7.84E-01
CABP5	-0.1967462	7.84E-01
KRTAP19-3	-0.2720301	7.84E-01
LOC100996455	-0.3159466	7.84E-01
C2orf80	-0.4454027	7.84E-01
BMP10	-0.2594351	7.84E-01
ZNF689	0.0972498	7.84E-01
DBIL5P	-0.2339488	7.84E-01
ZIM2///PEG3	0.1707186	7.84E-01
NCOA6	0.0986841	7.84E-01
CCDC30///PPCS	-0.1331428	7.85E-01
LOC100288911	0.1435206	7.85E-01
CMA1	-0.253904	7.85E-01
KANK3	-0.1767748	7.85E-01
COMTD1	-0.133073	7.85E-01
LOC100128239	0.3190238	7.85E-01
AKR1B1	0.1117868	7.85E-01
DYDC2	-0.3687614	7.85E-01
DOLK	0.1074202	7.85E-01
ALDH1L1-AS2	-0.1402454	7.85E-01
DLK2	-0.1239742	7.85E-01
LOC101927650	-0.2985331	7.85E-01
LOC105369595	-0.3893685	7.85E-01
TUBB2B	0.3145002	7.85E-01
NGDN	0.2202651	7.85E-01
LOC100996419	-0.1780285	7.85E-01
PXN-AS1	0.2713532	7.85E-01
CACNA2D1	0.1863683	7.85E-01
CELP	-0.3305376	7.85E-01
LOC101928973	-0.2971572	7.85E-01
GATA3	-0.3259779	7.86E-01
MRPL1	-0.0635106	7.86E-01
RNF20	-0.077208	7.86E-01
ZCCHC11	0.2218526	7.86E-01
DDHD2	0.0758142	7.86E-01
GSTM4	-0.1843796	7.86E-01
IL10RA	-0.1755181	7.86E-01
SCGB1A1	-0.5466421	7.86E-01
MINCR	0.1408183	7.86E-01
LOC101559451	0.373135	7.86E-01
SEC31B	-0.2688258	7.86E-01
LOC647070	0.2437751	7.86E-01
CAPN10	0.2229927	7.86E-01
LOC339298	-0.248897	7.86E-01
SLC5A2	-0.3473557	7.86E-01
IFNL3///IFNL2	-0.3133216	7.86E-01
ZSCAN29	0.0841071	7.87E-01
ZNF576	-0.0688341	7.87E-01
LOC100130744	0.271758	7.87E-01
NKX2-1	-0.2837194	7.87E-01
MAT1A	-0.2064212	7.87E-01
TNS2	-0.1672699	7.87E-01
HLA-F	-0.1107292	7.87E-01
VNN3	-0.2685709	7.87E-01
WHAMMP2	-0.1217385	7.88E-01
LRRC36	0.1086943	7.88E-01
TTC36	-0.3218794	7.88E-01
KRTAP4-2	-0.1385857	7.88E-01
PDE6B	0.2553168	7.88E-01
S100A8	0.2842663	7.88E-01
FOLR3	-0.2758536	7.88E-01
LOC101927865	-0.3751193	7.88E-01
LINC00958	-0.345444	7.88E-01
LOC105373942	-0.1591171	7.88E-01
LOC101928495	-0.3313015	7.88E-01
BCAS2	-0.0621937	7.88E-01
CCDC114	-0.2389416	7.88E-01
LOC441025	-0.2365687	7.88E-01
NR2C2	-0.1085876	7.88E-01
RBM43	-0.1348892	7.88E-01
COL21A1	0.2207623	7.88E-01
PARP12	-0.1303242	7.88E-01
STAT2	-0.23524	7.88E-01
FAM159A	0.3050364	7.88E-01
LOC101927060	-0.2937779	7.88E-01
LRRN1	-0.2796067	7.89E-01
MRPL36	0.1038613	7.89E-01
SLC2A9	-0.2113844	7.89E-01
A1BG	-0.2116444	7.89E-01
MICA	0.148489	7.89E-01
SEMA3G	-0.1374449	7.89E-01
LUC7L2	0.0857641	7.89E-01
STBD1	-0.2198198	7.89E-01
B3GALT5-AS1	-0.3695342	7.89E-01
DBR1	0.1073406	7.89E-01
KLC2	-0.1208538	7.89E-01
ZNF385A	-0.1338281	7.89E-01
TIMM10B	-0.0996391	7.89E-01
LOC101060604///SMG1P3///SMG1P1///SLC7A5P1	0.1206141	7.89E-01
TPO	0.3405162	7.89E-01
SARS2	-0.1176117	7.89E-01
TNFRSF10C	-0.2830638	7.89E-01
ZNF35	0.080175	7.89E-01
KCNN1	0.2204915	7.90E-01
DHX58	-0.3184274	7.90E-01
COQ10A	-0.0804397	7.90E-01
C9orf24	0.2761706	7.90E-01
NXT2	-0.2381053	7.90E-01
LOC102724612	0.3575203	7.90E-01
PHF23	0.0712978	7.90E-01
LOC653581	-0.2968829	7.90E-01
ALS2CR12	0.2872593	7.90E-01
S100A5	0.1765665	7.90E-01
LOC339975	0.2144129	7.90E-01
SCFD2	-0.0969508	7.90E-01
C1orf50	0.0801891	7.90E-01
SLC34A3	-0.110042	7.90E-01
FUT3	0.2823946	7.90E-01
ERVK3-2	0.3450107	7.90E-01
PACRG-AS2	-0.339269	7.91E-01
ZNF671	-0.2169748	7.91E-01
RHBG	0.2247206	7.91E-01
FAM162B	-0.1348483	7.91E-01
LOC286121	-0.3063823	7.91E-01
XDH	-0.4347172	7.91E-01
EIF1B	-0.0606177	7.91E-01
ZRSR1///SRP19	0.230925	7.91E-01
TNK2-AS1	-0.2756389	7.91E-01
SPATA41	-0.3270936	7.91E-01
CDIPT	-0.0939605	7.91E-01
ZNF417	0.3473138	7.91E-01
CPQ	-0.1633342	7.91E-01
ZCCHC13	0.2771763	7.91E-01
SLC25A51	-0.1308565	7.92E-01
HIST2H2BE	-0.1670251	7.92E-01
LOC101928708	-0.2107489	7.92E-01
C3orf20	0.2554742	7.92E-01
SS18L1	0.1147826	7.92E-01
RAB15	0.1112131	7.92E-01
FAM229A	-0.2923777	7.92E-01
GCC2-AS1	-0.3656701	7.92E-01
DLEU7-AS1	-0.2631913	7.92E-01
ENKUR	0.2731575	7.92E-01
LOC101930531///LOC101930288	-0.2030163	7.92E-01
TBC1D24	-0.1011923	7.92E-01
CCL13	-0.2011226	7.93E-01
XYLT1	0.1474965	7.93E-01
TTPA	-0.2845852	7.93E-01
ZYG11A	-0.3917081	7.93E-01
MRPS18B	0.095667	7.93E-01
DDX41	0.0732413	7.93E-01
PPP3R2	0.3996038	7.93E-01
CSNK1G2-AS1	0.2616235	7.93E-01
FHOD3	0.1879513	7.93E-01
SLITRK5	-0.548375	7.93E-01
LOC101929180	-0.2810147	7.93E-01
LRRC3	-0.3758233	7.93E-01
TAX1BP1	0.1120137	7.93E-01
WDR6	0.1114796	7.93E-01
MOB4	-0.0736492	7.93E-01
MLST8	0.11328	7.94E-01
TNFRSF11A	-0.3160044	7.94E-01
HAS2	0.1671305	7.94E-01
KLC4	-0.191502	7.94E-01
MS4A7	0.1557872	7.94E-01
LOC101929949	-0.2639274	7.94E-01
GLI4	0.2560433	7.94E-01
LINC00528	-0.2134667	7.94E-01
CA5A	-0.2913061	7.94E-01
HERC5	-0.1923719	7.94E-01
VN1R108P	0.3326423	7.94E-01
WHAMM	0.0877058	7.94E-01
ANP32C	-0.3311421	7.94E-01
FBLN5	-0.1876541	7.94E-01
TRIM41	0.0788267	7.94E-01
LYG2	0.3237344	7.94E-01
LOC101928280	-0.2279144	7.94E-01
UBAP1	0.1015827	7.94E-01
KCTD9	0.0888828	7.94E-01
CCDC117	-0.1046953	7.94E-01
PRDX1	0.0800458	7.94E-01
CRIP3	-0.1668432	7.94E-01
TMED7-TICAM2///TICAM2	-0.0840504	7.94E-01
CNTNAP1	0.2989112	7.94E-01
DPH6	0.102552	7.94E-01
LOC101930064///LOC100287166	-0.1259747	7.95E-01
UPP2	-0.1934898	7.95E-01
RND2	-0.2897726	7.95E-01
ZNF518B	-0.1521845	7.95E-01
NRROS	-0.2766569	7.95E-01
POLK	-0.0793169	7.95E-01
TUBB2A	0.1691083	7.95E-01
