Label	logFC	FDR
 PAX4 	0.04020753	8.55E-01
 TAF7L 	0.04000378	8.55E-01
 C14orf43 	0.03716064	8.55E-01
 CES3 	0.06369273	8.55E-01
 FLJ39739 	-0.05620053	8.55E-01
 LPAR1 	0.0601406	8.55E-01
 OR4C6 	-0.04354792	8.55E-01
 TOMM20L 	-0.04725793	8.55E-01
 PRSS27 	0.03670942	8.55E-01
 C9orf93 	0.05218598	8.55E-01
 THEM5 	-0.05515982	8.55E-01
 PPP1R13B 	0.04557651	8.56E-01
 PKD1 	0.03967482	8.56E-01
 ATAD3C 	-0.05613687	8.56E-01
 FLJ41327 	-0.05181171	8.56E-01
 AWAT2 	0.05042122	8.56E-01
 C6orf141 	0.04526796	8.56E-01
 LRRC4C 	-0.04491224	8.56E-01
 OR1D5 	-0.06618402	8.56E-01
 SLC28A1 	-0.04290349	8.56E-01
 PVRL4 	0.04385049	8.56E-01
 BNIPL 	-0.05051976	8.56E-01
 WDR45 	-0.03676969	8.56E-01
 TOB2 	0.04448302	8.56E-01
 RIMKLB 	0.05313764	8.57E-01
 FAM173A 	0.03970787	8.57E-01
 RP1L1 	-0.04476858	8.57E-01
 OR10AD1 	-0.0441464	8.57E-01
 ETV3L 	0.04062924	8.57E-01
 PLD4 	0.03739869	8.57E-01
 IL25 	-0.0492062	8.57E-01
 KRTAP4-5 	0.06111202	8.57E-01
 UFSP2 	0.05485991	8.58E-01
 CSDC2 	-0.0402982	8.58E-01
 FUT7 	0.03796933	8.58E-01
 KCTD4 	0.04083383	8.58E-01
 IGSF9B 	-0.05699289	8.58E-01
 ASB16 	-0.03807456	8.58E-01
 C9orf125 	-0.04476322	8.58E-01
 TMPRSS15 	-0.11539827	8.58E-01
 RPL10 	0.0626728	8.58E-01
 DOK7 	-0.03796556	8.58E-01
 GPRC6A 	-0.04133989	8.59E-01
 PRAC 	-0.0504152	8.59E-01
 APBB1 	-0.04100691	8.59E-01
 OR13F1 	-0.05193893	8.60E-01
 TPI1 	-0.0472147	8.60E-01
 MARK1 	0.05550671	8.60E-01
 C22orf36 	-0.03721822	8.60E-01
 LRRC68 	-0.03945611	8.61E-01
 IMMP2L 	0.05244742	8.61E-01
 MGC4473 	0.04656313	8.61E-01
 TIMM8A 	0.03805745	8.61E-01
 ZNF804B 	-0.04423322	8.61E-01
 SEC14L5 	-0.0400604	8.61E-01
 MOAP1 	0.04433764	8.61E-01
 ZNF500 	-0.0373996	8.61E-01
 KCNN1 	-0.03741696	8.61E-01
 COLQ 	-0.03975998	8.61E-01
 VN1R2 	0.05352178	8.61E-01
 IQCA1 	0.03859016	8.61E-01
 FBXW7 	0.04666511	8.61E-01
 WNT9A 	-0.0390838	8.61E-01
 IL28RA 	0.03841982	8.61E-01
 OR4N4 	0.05568131	8.61E-01
 CCDC62 	0.03896582	8.61E-01
 OSTCL 	-0.05965744	8.61E-01
 PPAPDC1B 	-0.04600873	8.61E-01
 SPSB3 	-0.03492238	8.61E-01
 TMPRSS11A 	-0.043356	8.62E-01
 SRPK3 	-0.03756253	8.62E-01
 CRAT 	0.04387656	8.62E-01
 CLEC14A 	0.04154669	8.62E-01
 CCT6B 	0.04413531	8.62E-01
 SPAM1 	0.03142031	8.62E-01
 WDTC1 	0.03751618	8.62E-01
 WNT6 	-0.03588864	8.62E-01
 MAP2K7 	0.03804384	8.62E-01
 ABCA5 	0.05265013	8.62E-01
 LPAR3 	0.0519504	8.62E-01
 FAM71F1 	-0.04535496	8.62E-01
 GNG5 	-0.04071298	8.62E-01
 RNF112 	-0.04076509	8.62E-01
 MPP7 	-0.05935716	8.62E-01
 TBX5 	-0.03962604	8.62E-01
 PAFAH2 	-0.04543058	8.62E-01
 C1orf125 	0.03880487	8.62E-01
 KRTAP7-1 	-0.04603413	8.62E-01
 KRTAP20-4 	-0.05367784	8.62E-01
 RORA 	0.048042	8.62E-01
 OR4D1 	0.0551706	8.62E-01
 TH 	-0.03638622	8.62E-01
 TP73 	-0.03820864	8.62E-01
 COL24A1 	0.04611818	8.62E-01
 DEGS2 	-0.04776369	8.62E-01
 KCNJ5 	-0.05253402	8.63E-01
 NUCB2 	0.05946971	8.63E-01
 EPN1 	-0.03926376	8.63E-01
 MED9 	-0.04264451	8.63E-01
 ZNF114 	0.04466316	8.63E-01
 SSX7 	0.04439073	8.63E-01
 XAGE3 	0.03926436	8.63E-01
 CRLF1 	-0.03730729	8.64E-01
 FAM27L 	-0.05101176	8.64E-01
 CD320 	0.03749036	8.64E-01
 DSTN 	0.05167542	8.64E-01
 RASGRP4 	0.03927149	8.64E-01
 OR4S2 	-0.04309965	8.64E-01
 SIM2 	0.04137369	8.65E-01
 PBX1 	0.05080742	8.65E-01
 CCDC28B 	0.03618744	8.65E-01
 ACTN3 	0.04390384	8.65E-01
 ZBBX 	-0.02536664	8.65E-01
 PPM1E 	0.04438391	8.65E-01
 RTN4RL2 	-0.03660447	8.65E-01
 CCL4 	0.06319948	8.65E-01
 FAM8A1 	0.03770158	8.65E-01
 NPY5R 	0.05353069	8.65E-01
 DEFA5 	-0.11645809	8.65E-01
 CXCR5 	0.04850384	8.66E-01
 ST13 	0.04506753	8.66E-01
 TDRD3 	0.04595204	8.66E-01
 ENTPD5 	0.05557178	8.66E-01
 SLC47A2 	0.04168076	8.66E-01
 SALL3 	0.03388904	8.66E-01
 GZMA 	0.05967758	8.66E-01
 ZNF610 	0.04370173	8.66E-01
 ZNF516 	0.04092278	8.66E-01
 PLEKHA6 	-0.04239367	8.66E-01
 ANKRD20B 	-0.04169121	8.66E-01
 GKAP1 	0.05448296	8.66E-01
 OR6N2 	0.056215	8.66E-01
 FMO1 	-0.05214467	8.66E-01
 GPR50 	-0.04479929	8.66E-01
 CACNB4 	0.04337782	8.66E-01
 KLHL24 	0.0407486	8.66E-01
 PRKCG 	0.03724422	8.66E-01
 KCNU1 	-0.03391904	8.66E-01
 ZNF442 	0.04688687	8.67E-01
 CEND1 	-0.03684502	8.67E-01
 SLC39A2 	0.04606082	8.67E-01
 C21orf84 	-0.03756127	8.67E-01
 CCDC33 	-0.03824722	8.67E-01
 SLC6A4 	-0.04551104	8.67E-01
 THAP2 	-0.03873525	8.67E-01
 C17orf99 	0.03843813	8.67E-01
 GPR37L1 	0.03561338	8.67E-01
 H2AFJ 	0.04450764	8.67E-01
 DNAJB4 	0.07361133	8.67E-01
 BAD 	0.03546178	8.67E-01
 TST 	0.06085158	8.67E-01
 ARMC4 	-0.04830696	8.68E-01
 BRSK1 	-0.03677056	8.68E-01
 TSSK6 	0.043305	8.68E-01
 DKKL1 	0.04298051	8.68E-01
 LYPD2 	-0.04551544	8.68E-01
 HINT2 	0.04317278	8.68E-01
 DLX4 	0.03568471	8.68E-01
 BTBD3 	0.04362387	8.68E-01
 FLJ40504 	0.047391	8.68E-01
 ITIH5L 	0.03916327	8.68E-01
 FAM107B 	0.04910324	8.69E-01
 LOC554207 	-0.04096958	8.69E-01
 ZNF784 	-0.0336148	8.69E-01
 EIF5A 	0.04057184	8.69E-01
 CDON 	-0.06493569	8.69E-01
 EXTL1 	-0.04028242	8.69E-01
 SLC7A11 	-0.06837451	8.69E-01
 SPZ1 	-0.02797476	8.69E-01
 ASIP 	0.04227136	8.69E-01
 RPL21P44 	-0.05012036	8.69E-01
 CTDNEP1 	-0.03499938	8.69E-01
 PSD4 	0.04026489	8.70E-01
 C3orf35 	0.04570249	8.70E-01
 OTOP3 	-0.04210747	8.70E-01
 PLCXD2 	0.04189216	8.70E-01
 PNMA6A 	0.04663453	8.70E-01
 FLJ45974 	-0.03294011	8.70E-01
 GGT7 	0.03929409	8.70E-01
 CEACAM21 	-0.03841104	8.70E-01
 KCNK17 	0.03798651	8.71E-01
 OR7C2 	-0.05345369	8.71E-01
 TRIL 	-0.03658007	8.71E-01
 GNG3 	-0.04602187	8.71E-01
 RASEF 	-0.05908984	8.71E-01
 CTRC 	-0.0416282	8.71E-01
 MTHFD2L 	0.04351991	8.71E-01
 SCRT2 	-0.03717653	8.71E-01
 ZIC4 	0.04172747	8.71E-01
 FHDC1 	0.04280442	8.71E-01
 ZNF461 	-0.04757718	8.71E-01
 RNF122 	0.05436611	8.72E-01
 NELL1 	-0.0413596	8.72E-01
 RBM27 	0.04889631	8.72E-01
 CSRP3 	0.04665709	8.72E-01
 QRFP 	-0.03814011	8.72E-01
 ARG1 	0.03897309	8.72E-01
 ANKRD60 	-0.0387322	8.72E-01
 SLC9A7 	-0.03891251	8.72E-01
 C7orf58 	-0.06817187	8.72E-01
 C8orf78 	0.0403064	8.72E-01
 C14orf39 	0.02060515	8.73E-01
 MFAP5 	0.07456933	8.73E-01
 HIST1H2BI 	-0.04526452	8.73E-01
 ZNF767 	0.042207	8.73E-01
 CSRP1 	0.0755392	8.73E-01
 KCNQ4 	0.03458311	8.73E-01
 C20orf203 	0.03765633	8.73E-01
 ZNF414 	0.03231144	8.73E-01
 ARMC5 	0.03222391	8.73E-01
 C18orf56 	0.03435802	8.73E-01
 FAM187B 	0.04516393	8.74E-01
 CROCCP3 	-0.0447484	8.74E-01
 SIGLEC6 	-0.04039293	8.74E-01
 ZBTB22 	0.03387267	8.74E-01
 SYCP2L 	0.03854469	8.74E-01
 ACTL7B 	0.041256	8.74E-01
 CCDC26 	0.04017684	8.74E-01
 CXorf22 	-0.02849593	8.74E-01
 FAM65C 	0.03450684	8.74E-01
 TCAP 	-0.03688953	8.74E-01
 PAX3 	-0.04214376	8.74E-01
 KRTAP16-1 	-0.03458273	8.75E-01
 NAGS 	-0.03386853	8.75E-01
 HERC3 	0.04129764	8.75E-01
 B3GALT4 	-0.03321707	8.75E-01
 NPPC 	-0.036001	8.75E-01
 VGLL3 	0.03214316	8.75E-01
 CITED1 	-0.04014627	8.75E-01
 PRSS55 	0.03905133	8.75E-01
 ULK1 	-0.03266673	8.75E-01
 NR1I3 	0.04408393	8.75E-01
 RETNLB 	-0.04504671	8.75E-01
 ALDH2 	-0.04359371	8.76E-01
 MVD 	-0.03676113	8.76E-01
 SCN2A 	-0.03546353	8.76E-01
 GNAT2 	-0.04044576	8.76E-01
 KIAA1522 	0.03854413	8.76E-01
 FCN1 	0.04748209	8.76E-01
 PNRC1 	0.03944262	8.76E-01
 CACNA1B 	-0.03568376	8.76E-01
 FUNDC1 	0.04026324	8.76E-01
 NTNG1 	0.03841909	8.76E-01
 CYR61 	-0.05851136	8.76E-01
 ANKRD9 	-0.0316316	8.76E-01
 DMP1 	0.039056	8.76E-01
 KCNJ11 	0.04032113	8.76E-01
 IFNW1 	-0.04795229	8.76E-01
 EFCAB5 	-0.02805051	8.76E-01
 GABRA1 	-0.04408867	8.76E-01
 UQCRQ 	0.05686284	8.76E-01
 CCDC65 	-0.04082753	8.76E-01
 GRIN3A 	-0.04208631	8.76E-01
 ADH5 	-0.03710373	8.76E-01
 PAM16 	0.03072904	8.76E-01
 SYTL4 	-0.03826087	8.76E-01
 C1QTNF2 	0.03999882	8.76E-01
 GP6 	-0.04022807	8.76E-01
 OR1D2 	0.04566796	8.76E-01
 APOF 	-0.03689938	8.76E-01
 FBXL16 	-0.0327784	8.76E-01
 SAA3P 	0.03129418	8.76E-01
 CCL17 	-0.03852224	8.77E-01
 SCN11A 	0.04010527	8.77E-01
 INSL5 	-0.04173789	8.77E-01
 EPHX2 	0.04440487	8.77E-01
 ABCC13 	-0.0293408	8.77E-01
 ZNF684 	0.03938551	8.77E-01
 OR12D2 	0.03467672	8.77E-01
 GRID1 	-0.03670067	8.77E-01
 CD300LD 	0.04354864	8.77E-01
 WHSC2 	0.02972124	8.77E-01
 NR2E3 	-0.03509887	8.77E-01
 PGBD4 	0.04662633	8.77E-01
 REPS2 	-0.04483156	8.78E-01
 FLJ13744 	-0.04531362	8.78E-01
 PDK2 	0.04023913	8.78E-01
 OR2V2 	0.0462531	8.78E-01
 ATAD2B 	-0.0458024	8.78E-01
 C21orf2 	-0.02995024	8.78E-01
 DCDC5 	0.02892196	8.78E-01
 DGAT2L6 	-0.03494198	8.78E-01
 TNK2 	0.03135458	8.78E-01
 EXD3 	-0.03057984	8.78E-01
 VNN3 	0.04755104	8.78E-01
 GBA3 	-0.07304304	8.78E-01
 PSTPIP1 	0.03361378	8.78E-01
 TRPM1 	-0.04031702	8.78E-01
 INSIG1 	-0.04594482	8.78E-01
 MS4A1 	-0.05260913	8.78E-01
 MIR31 	0.05326536	8.78E-01
 CDK14 	0.04581651	8.78E-01
 SAG 	-0.0411202	8.78E-01
 EEF1B2 	0.03316904	8.78E-01
 C8orf34 	0.03921644	8.79E-01
 GPR18 	0.04447567	8.79E-01
 CCDC67 	0.02027866	8.79E-01
 CUBN 	-0.03724731	8.79E-01
 BRP44 	0.05230156	8.79E-01
 LRRC10 	0.04477558	8.79E-01
 CASC1 	0.03264151	8.79E-01
 C15orf34 	0.04489471	8.79E-01
 OR6K3 	0.04309541	8.80E-01
 PDE6A 	0.03739342	8.80E-01
 LCTL 	0.0407402	8.80E-01
 IGLL1 	-0.03595187	8.80E-01
 CASC2 	-0.03505403	8.80E-01
 DDO 	-0.03916351	8.80E-01
 NEUROD6 	0.04501309	8.81E-01
 CCDC27 	-0.03483971	8.81E-01
 SMCR7 	0.03429936	8.81E-01
 C21orf121 	-0.04032184	8.81E-01
 AK4 	0.03708187	8.81E-01
 PROKR1 	-0.04322356	8.81E-01
 MYL4 	0.03726984	8.81E-01
 USH1G 	-0.04055789	8.81E-01
 PSORS1C1 	0.04230913	8.82E-01
 BEST3 	0.03537484	8.82E-01
 HOXB1 	0.04256736	8.82E-01
 KRT26 	0.02417134	8.82E-01
 KDM6B 	0.03907949	8.82E-01
 CMC1 	0.03762227	8.82E-01
 OR10A3 	-0.04107613	8.82E-01
 IL31RA 	-0.04024022	8.82E-01
 SLC22A2 	-0.03995069	8.82E-01
 ZNF345 	-0.04052113	8.82E-01
 CCDC135 	0.04007729	8.82E-01
 CLNK 	0.03757633	8.83E-01
 ASTN1 	0.03409782	8.83E-01
 PER2 	-0.04037467	8.83E-01
 CDR1 	-0.07788493	8.83E-01
 COL4A3 	0.03601642	8.83E-01
 EIF1AY 	0.11950796	8.83E-01
 CSN1S1 	-0.03686729	8.83E-01
 SEMA4D 	0.03218769	8.83E-01
 HAPLN2 	0.03297104	8.83E-01
 PPP1R2P3 	-0.02493484	8.83E-01
 PGLYRP2 	-0.03769582	8.83E-01
 THAP7 	-0.03229842	8.83E-01
 ANKRD35 	0.03808827	8.83E-01
 APOD 	0.07193653	8.84E-01
 VSX2 	0.02903469	8.84E-01
 SBSN 	-0.03549789	8.84E-01
 KCNJ14 	-0.03674224	8.84E-01
 TIGD4 	0.03911689	8.84E-01
 MYH8 	-0.02200238	8.84E-01
 PGLYRP1 	-0.03356293	8.84E-01
 OR8K3 	0.0446845	8.84E-01
 MS4A5 	-0.03333332	8.84E-01
 C12orf54 	0.03581982	8.84E-01
 ANKRD18A 	-0.04412091	8.85E-01
 ROPN1 	-0.02538005	8.85E-01
 BIRC3 	0.06512742	8.85E-01
 BAI1 	-0.03140136	8.85E-01
 PDE6C 	0.0234854	8.85E-01
 SYNGR3 	0.02978327	8.85E-01
 WNK2 	0.03448453	8.85E-01
 MEGF10 	-0.03550069	8.85E-01
 NPBWR2 	-0.05611576	8.85E-01
 CR2 	-0.05902329	8.85E-01
 ITIH4 	0.03400116	8.85E-01
 ZNF134 	0.04076187	8.85E-01
 CCDC136 	-0.03927518	8.86E-01
 CROCCP2 	-0.03565073	8.86E-01
 ARPP21 	-0.03573691	8.86E-01
 BCKDHB 	-0.0396788	8.86E-01
 NUDT8 	0.02839396	8.86E-01
 PSTK 	-0.03646876	8.86E-01
 TAS2R60 	-0.03947056	8.86E-01
 OR12D3 	0.0292914	8.86E-01
 SLC25A45 	-0.03309711	8.86E-01
 ENTHD1 	0.02299489	8.86E-01
 CCDC79 	0.02166882	8.86E-01
 ZNF44 	0.03652033	8.86E-01
 ANP32D 	0.03808092	8.86E-01
 MYL1 	-0.03337433	8.87E-01
 ARR3 	0.03883367	8.87E-01
 ODF1 	-0.03139618	8.87E-01
 PNLIP 	0.03892338	8.87E-01
 MMP23B 	0.05882911	8.87E-01
 NIPAL3 	0.03401513	8.87E-01
 TIMD4 	0.04051291	8.87E-01
 ZNF415 	0.05184065	8.87E-01
 CA6 	-0.03693913	8.87E-01
 C1QL2 	-0.0357202	8.87E-01
 GSTM1 	0.05719467	8.87E-01
 DNALI1 	-0.03440278	8.88E-01
 OR8D1 	-0.02034297	8.88E-01
 CCDC102A 	0.03079227	8.88E-01
 ALMS1P 	-0.03254551	8.88E-01
 LOC100133299 	0.04506929	8.88E-01
 FBXL17 	-0.03124049	8.88E-01
 FLJ42280 	0.03777864	8.89E-01
 SNCB 	-0.03450782	8.89E-01
 LOC286359 	0.04178129	8.89E-01
 CLDN9 	0.02950827	8.89E-01
 RAB33A 	0.03319129	8.89E-01
 OR4D6 	-0.03210756	8.89E-01
 PPP1R12B 	0.04221871	8.90E-01
 PHACTR3 	0.03473689	8.90E-01
 OR52W1 	0.045981	8.90E-01
 ASB9P1 	-0.04234749	8.90E-01
 ZNF560 	0.02993731	8.90E-01
 MYBPC1 	0.05283593	8.90E-01
 CCL27 	-0.04251869	8.90E-01
 LOC100131131 	0.04356662	8.90E-01
 PKD2L2 	-0.0203104	8.90E-01
 SPAG6 	-0.02727493	8.90E-01
 ZNF274 	0.03078187	8.90E-01
 FAM124B 	0.03981949	8.90E-01
 FP6628 	0.0457649	8.90E-01
 ZNF572 	0.04236191	8.90E-01
 DSG1 	-0.027178	8.90E-01
 LDHAL6A 	0.04114	8.90E-01
 HCRTR2 	0.03366402	8.90E-01
 TUBA4B 	-0.03576384	8.90E-01
 ARNT2 	0.03259316	8.90E-01
 CAPN11 	-0.03682018	8.90E-01
 HIST1H2BA 	-0.03251054	8.90E-01
 DMRT2 	0.03621818	8.90E-01
 AGER 	0.03116289	8.90E-01
 CCDC85B 	0.02933513	8.91E-01
 GAK 	0.02953062	8.91E-01
 FLJ33996 	0.03989409	8.91E-01
 SIGLEC8 	0.02960722	8.91E-01
 GJD3 	-0.03061587	8.91E-01
 SGSM2 	-0.03339487	8.92E-01
 PNMA3 	-0.0331334	8.92E-01
 STEAP3 	-0.03455762	8.92E-01
 PCDH10 	-0.04146984	8.92E-01
 KIAA1804 	-0.03270782	8.92E-01
 DIO3-OS 	0.03271296	8.92E-01
 NCRNA00029 	-0.03256611	8.92E-01
 EYA1 	0.03918884	8.92E-01
 SATB1 	0.04311467	8.92E-01
 COX6B2 	0.03805082	8.92E-01
 ATP1B4 	0.03055827	8.92E-01
 GPX1 	-0.03147909	8.92E-01
 C21orf128 	-0.03910022	8.92E-01
 OGDHL 	0.02855991	8.92E-01
 OR52A1 	0.02960755	8.93E-01
 TAS1R1 	-0.03285889	8.93E-01
 CTNNA2 	-0.0398858	8.93E-01
 CCK 	-0.03372362	8.93E-01
 SP5 	0.02915942	8.93E-01
 TRIM42 	0.03592947	8.93E-01
 SEZ6 	-0.03213896	8.93E-01
 ADAM3A 	-0.01823326	8.93E-01
 CATSPER1 	-0.03343816	8.93E-01
 ZFP36L2 	0.02960493	8.93E-01
 MC2R 	0.03258617	8.94E-01
 OR6K6 	-0.0394922	8.94E-01
 CHRNA4 	-0.03338944	8.94E-01
 RTDR1 	0.03533902	8.94E-01
 TRIM7 	0.03037944	8.94E-01
 ZNF569 	-0.0399954	8.94E-01
 FEM1C 	0.03098698	8.94E-01
 GRM3 	-0.0342646	8.94E-01
 PRSS36 	-0.02899216	8.94E-01
 DENND1C 	0.0304948	8.94E-01
 ZKSCAN3 	-0.03039562	8.94E-01
 OPN1LW 	0.03203433	8.94E-01
 NSAP11 	-0.03711978	8.94E-01
 KLHL34 	0.02772276	8.94E-01
 NR2E1 	-0.03737049	8.94E-01
 RELL1 	-0.03572136	8.95E-01
 GRRP1 	0.03019702	8.95E-01
 F2 	-0.02878993	8.95E-01
 C22orf23 	-0.0354816	8.95E-01
 SPTBN4 	-0.0283948	8.95E-01
 ARID5A 	0.02954562	8.95E-01
 KIRREL3 	-0.02986373	8.96E-01
 GPR39 	-0.04515809	8.96E-01
 FMOD 	-0.05539356	8.96E-01
 LY86-AS 	-0.03835816	8.96E-01
 MYH7B 	0.02940916	8.96E-01
 ZNF382 	0.04194567	8.96E-01
 HSF2 	-0.04224678	8.96E-01
 MOS 	-0.03924182	8.96E-01
 TLX3 	-0.03836787	8.96E-01
 IL1F8 	0.03014911	8.96E-01
 KCND2 	-0.04136	8.96E-01
 TNF 	0.0349338	8.96E-01
 PIWIL2 	0.03312287	8.96E-01
 PPARGC1B 	-0.02947453	8.96E-01
 DPYSL4 	-0.02820271	8.96E-01
 FBXO44 	0.02503238	8.96E-01
 ZNF606 	-0.03638571	8.96E-01
 XRCC6 	-0.04273146	8.96E-01
 C9orf53 	0.03707142	8.96E-01
 ZNF429 	0.04671216	8.96E-01
 HBEGF 	0.03974311	8.96E-01
 RBM33 	0.03168182	8.97E-01
 OSCAR 	-0.03617571	8.97E-01
 ACTRT2 	-0.03423736	8.97E-01
 FLJ33360 	-0.04219831	8.97E-01
 LCE2D 	0.06903616	8.97E-01
 LPA 	-0.04754957	8.97E-01
 PLAC2 	0.03462918	8.97E-01
 IL6 	-0.04177136	8.97E-01
 GSG1L 	0.028767	8.97E-01
 CCR3 	-0.03433613	8.98E-01
 MAMLD1 	0.03797964	8.98E-01
 G0S2 	-0.04810351	8.98E-01
 DGKZ 	0.0278732	8.98E-01
 FYCO1 	-0.03440896	8.98E-01
 SPTBN5 	-0.025703	8.99E-01
 KSR2 	-0.03115722	8.99E-01
 JAM2 	-0.0466382	8.99E-01
 C21orf67 	0.0316968	8.99E-01
 HTR2C 	-0.03532131	8.99E-01
 TGM6 	0.02903664	8.99E-01
 KRT2 	-0.03370547	8.99E-01
 CDKN1A 	-0.03526769	8.99E-01
 NCRNA00115 	-0.02625029	8.99E-01
 C1orf113 	0.02439449	8.99E-01
 ACADM 	-0.04087402	8.99E-01
 PINK1 	-0.02954931	8.99E-01
 CASR 	0.0311304	8.99E-01
 GPR1 	0.03581511	8.99E-01
 CST9L 	0.03222244	8.99E-01
 CCNDBP1 	0.03199449	8.99E-01
 FLJ46358 	-0.0321894	8.99E-01
 MLYCD 	0.03297556	9.00E-01
 NLRP3 	0.0365512	9.00E-01
 ALLC 	-0.0283082	9.00E-01
 SLC13A5 	0.02985	9.00E-01
 CELP 	-0.03278698	9.00E-01
 CCDC125 	0.03805629	9.00E-01
 C14orf148 	0.03388473	9.01E-01
 REG1P 	0.02762702	9.01E-01
 RNF212 	0.04128713	9.01E-01
 LASS4 	-0.02866796	9.01E-01
 KRT31 	-0.03190811	9.01E-01
 SIDT1 	-0.03656122	9.01E-01
 RPH3AL 	-0.02729444	9.01E-01
 DEFB1 	0.06532176	9.01E-01
 HERV-V1 	-0.03356482	9.02E-01
 KCNA2 	0.03640904	9.02E-01
 CRISP2 	-0.0339502	9.02E-01
 NPM2 	-0.029462	9.02E-01
 CYP7A1 	0.02916573	9.02E-01
 ARHGAP36 	-0.0283446	9.02E-01
 MORN1 	-0.02665024	9.02E-01
 LOC100506975 	0.03925879	9.02E-01
 C22orf32 	-0.03737493	9.02E-01
 FAM83E 	-0.02876216	9.02E-01
 NLRP13 	0.02852069	9.02E-01
 SESN1 	0.04138884	9.02E-01
 XKR3 	0.02074021	9.02E-01
 SEMA3G 	-0.02801736	9.02E-01
 KCNG2 	-0.02775429	9.02E-01
 HMGA1 	0.02644484	9.02E-01
 NKX2-3 	-0.02774853	9.03E-01
 ZNF583 	-0.04120276	9.03E-01
 MC5R 	0.02917162	9.03E-01
 MRGPRF 	0.04316547	9.03E-01
 TSKS 	-0.02680378	9.03E-01
 SLC26A8 	0.03599402	9.03E-01
 DMRTC2 	-0.03140936	9.03E-01
 CTRB2 	0.03538387	9.03E-01
 CADM2 	0.03323298	9.03E-01
 DLL3 	-0.02837258	9.03E-01
 C2orf55 	-0.02748653	9.03E-01
 ASTL 	-0.03053156	9.03E-01
 KRTAP15-1 	0.03570182	9.03E-01
 PCDH11Y 	0.0519336	9.03E-01
 SLC22A25 	-0.03338931	9.03E-01
 GOT1 	0.03872529	9.03E-01
 SERPINA12 	-0.0325144	9.03E-01
 PKLR 	0.02775402	9.03E-01
 RASL11B 	0.03061036	9.03E-01
 GAST 	0.05204936	9.03E-01
 PPM1L 	-0.02982918	9.03E-01
 ABCC6 	0.02662871	9.04E-01
 AMN1 	-0.03680118	9.04E-01
 LYRM5 	-0.0630813	9.04E-01
 SNX18 	-0.0276536	9.04E-01
 UCP3 	0.0307712	9.04E-01
 MYL5 	-0.02497853	9.04E-01
 ZFHX2 	0.03020424	9.04E-01
 PCSK1N 	-0.02976422	9.04E-01
 CPA6 	0.02444543	9.04E-01
 ACMSD 	-0.02914247	9.04E-01
 ACADSB 	0.03999844	9.04E-01
 APCDD1 	-0.03714513	9.04E-01
 C11orf66 	-0.02793704	9.04E-01
 KHDC1 	0.02959387	9.04E-01
 C9orf103 	0.03031418	9.04E-01
 PDE1B 	-0.0362376	9.05E-01
 PITPNM2 	0.02744287	9.05E-01
 OGN 	-0.08022731	9.05E-01
 DAPK2 	0.03049467	9.05E-01
 CD7 	0.02480418	9.05E-01
 GIN1 	-0.03531251	9.05E-01
 C21orf122 	0.03194729	9.05E-01
 LYG2 	-0.03214551	9.05E-01
 SYCE1 	-0.03348609	9.05E-01
 PPM1N 	0.02880051	9.05E-01
 GPR17 	-0.03211496	9.05E-01
 KIF19 	-0.02526498	9.05E-01
 SLC22A8 	0.03001933	9.05E-01
 LRRC29 	-0.02404889	9.05E-01
 MEI1 	-0.04034398	9.05E-01
 OR6V1 	-0.0422568	9.05E-01
 PNPLA3 	0.03016069	9.05E-01
 FADS6 	-0.03178438	9.05E-01
 DAZL 	-0.03419418	9.05E-01
 SPRR4 	0.03781504	9.05E-01
 MNAT1 	0.03178976	9.05E-01
 KIF17 	-0.02625564	9.05E-01
 C9orf96 	-0.04099994	9.05E-01
 ALPK3 	0.02684969	9.05E-01
 PRRT2 	-0.02964707	9.06E-01
 PRSS54 	-0.02799169	9.06E-01
 IL5 	0.02629088	9.06E-01
 GUCA2A 	-0.04054458	9.06E-01
 FILIP1L 	-0.03207284	9.06E-01
 MED11 	0.03212311	9.06E-01
 XIRP1 	0.02992804	9.06E-01
 ULK2 	0.0327352	9.06E-01
 IL2 	-0.01926117	9.06E-01
 OR10V1 	0.04001431	9.06E-01
 HCRT 	-0.02563969	9.06E-01
 CCDC112 	-0.03179687	9.06E-01
 ZNF773 	0.03780116	9.06E-01
 FZD1 	-0.02806122	9.06E-01
 C10orf71 	0.03074507	9.06E-01
 LPAR2 	-0.0267046	9.07E-01
 CACHD1 	-0.03474276	9.07E-01
 UNC119B 	0.04151436	9.07E-01
 DPH3P1 	-0.03022509	9.07E-01
 REM2 	0.03086736	9.07E-01
 LOH3CR2A 	-0.04202402	9.07E-01
 RAMP1 	0.03120547	9.07E-01
 SIX1 	0.03087022	9.07E-01
 PTH 	-0.01798164	9.07E-01
 ZNF287 	-0.03226584	9.07E-01
 C8orf42 	-0.02925829	9.07E-01
 SPRNP1 	0.02847073	9.07E-01
 FKBP6 	0.0366544	9.07E-01
 MYCNOS 	-0.03090469	9.07E-01
 LOC554206 	-0.03304382	9.08E-01
 C5orf23 	-0.03432356	9.08E-01
 ATP12A 	-0.02765307	9.08E-01
 CLEC10A 	0.03365629	9.08E-01
 PXK 	0.02811984	9.08E-01
 FAM195A 	-0.02747847	9.08E-01
 MAGEC2 	-0.03146398	9.08E-01
 C6orf54 	-0.02651531	9.08E-01
 FASLG 	-0.03156787	9.08E-01
 SCARF1 	0.02641636	9.08E-01
